midx,problem,graphID,#nodes,depth,prfV,bubble_nids
37185,72,555,990,18,"[197, 204, 211, 281, 288, 295, 361, 368, 375, 454, 461, 468, 540, 547, 554, 620, 627, 634, 713, 720, 727, 821, 828, 835, 931, 938, 945]",[]
14270,30,3189,134,11,"[69, 75]",[]
7284,18,438,339,14,[],[]
28064,56,2385,274,15,"[34, 40, 76, 82, 127, 133, 187, 193, 256, 262]",[]
13834,3,490,148,11,[],[]
34000,67,1989,126,14,[],[]
28808,58,10,304,13,"[284, 294]",[]
41373,80,1424,277,12,[],[]
7674,19,2658,203,16,"[93, 99, 112, 118, 167, 173, 186, 192]",[]
23729,48,673,338,16,[],[]
5187,14,178,515,13,"[193, 208, 223, 329, 344, 359, 459, 474, 489]",[]
21173,43,36,137,11,"[113, 120, 127]",[]
36774,72,1037,187,16,"[161, 168, 175]",[]
46306,9,1340,165,14,"[143, 153]",[]
4199,12,170,137,14,"[123, 129]",[]
20763,42,616,188,14,"[136, 146, 167, 177]",[]
25261,50,573,392,22,"[374, 382]",[]
27418,55,1353,306,15,[],[]
40730,8,1030,302,12,[],"[73, 131]"
17504,37,156,185,14,"[137, 145]",[]
4693,13,1747,112,11,[],[]
11653,26,435,74,11,[],[]
37865,74,1252,523,25,"[479, 487, 504, 512]",[]
47884,92,1522,431,17,"[405, 413]","[110, 172]"
22467,46,1857,567,19,"[133, 143, 171, 181, 240, 254, 290, 304, 369, 383, 419, 433, 494, 504, 532, 542]",[]
12120,27,1846,314,14,"[107, 118, 129, 161, 167, 214, 221, 228, 245, 254, 263, 272, 281]",[]
36117,70,59,177,13,"[163, 169]",[]
6178,16,281,82,10,"[59, 67]",[]
13338,29,781,213,14,[],[]
2121,102,1332,347,12,"[211, 219, 298, 306, 325, 335]","[141, 226]"
4419,12,876,143,17,"[131, 137]",[]
5911,15,670,176,11,"[140, 158]",[]
26934,54,1378,107,14,[],[]
28720,57,434,228,12,"[108, 118]",[]
6770,17,565,197,14,[],[]
45133,87,878,146,10,"[115, 121]",[]
14472,31,1279,526,13,"[294, 317, 340, 363, 386, 409, 432]",[]
26157,52,4835,190,12,[],[]
15821,33,597,260,14,"[199, 209, 237, 247]",[]
32033,63,1922,274,14,"[217, 227, 248, 258]",[]
32374,64,1774,700,17,"[378, 412, 446, 480, 514, 548, 582, 616]",[210]
28727,57,470,225,12,"[109, 117, 160, 168, 202, 210]",[]
30883,61,1293,113,10,[],[]
10722,24,2665,227,17,"[189, 200, 211]",[]
49590,95,845,141,10,[],[]
44642,86,862,117,14,[],[]
8559,20,1361,224,13,"[125, 135, 154, 162, 197, 207]",[]
45798,89,1376,153,11,"[136, 142]",[]
37939,74,1409,244,13,"[191, 197, 215, 221]",[]
18457,39,1433,435,11,"[325, 332, 339]",[368]
44168,85,827,121,16,[],[]
46019,89,455,212,12,"[159, 165]",[]
39546,77,369,157,12,[],[]
12577,28,1802,146,13,"[123, 131]",[]
36003,70,324,179,18,"[167, 173]",[]
35808,70,1072,469,12,"[201, 209]",[]
44033,85,25,175,19,[],[]
30550,60,1978,171,16,"[139, 148, 157]",[]
6265,16,510,79,10,[],[]
42357,82,1840,190,15,[],[]
39618,77,573,178,10,[],[]
42550,82,2657,281,14,"[259, 269]",[189]
39706,77,933,556,12,"[134, 141, 148, 190, 198, 213, 219, 280, 291, 302, 341, 352, 363, 386, 397, 408]",[]
2062,102,120,240,10,"[159, 167, 195, 203, 220, 228]",[]
18995,4,1660,492,16,"[120, 132, 185, 197, 252, 264, 319, 331, 386, 398, 461, 473]",[]
19338,4,915,173,13,[],[]
28502,57,2265,179,15,[],[]
39916,78,1550,318,22,[],[222]
21296,43,838,158,18,[],[]
19072,4,1955,196,13,"[102, 112, 169, 179]",[]
8528,20,1284,160,12,"[146, 152]",[]
22548,46,2382,686,18,"[127, 137, 176, 188, 229, 239, 280, 290, 351, 361, 400, 412, 453, 463, 504, 514, 575, 590, 645, 660]",[]
17443,37,1313,175,14,"[141, 149]",[]
37666,73,674,180,14,[],[]
40993,8,408,314,11,"[167, 175, 196, 208]",[19]
50610,97,799,228,8,"[114, 120, 133, 139, 152, 158, 171, 177, 190, 196, 209, 215]",[]
22214,45,452,114,9,"[98, 106]",[]
47316,91,220,151,11,"[131, 141]",[]
25675,51,750,252,16,"[170, 176, 226, 236]",[]
36529,71,2260,175,12,[],[]
46662,9,957,313,15,"[176, 184, 204, 212]",[]
29974,6,2223,358,20,[],[]
5046,14,1212,462,11,"[224, 253, 282, 311, 340, 369, 398]",[]
17857,37,98,198,14,"[182, 190]",[]
34034,67,2127,127,12,[],[]
49352,95,152,388,12,[],[]
14346,30,440,89,17,[],[]
39003,76,243,189,10,"[152, 161, 170]",[]
34925,69,136,190,11,[],[]
11130,25,272,87,10,"[69, 77]",[]
33989,67,1941,119,11,[],[]
16305,34,552,238,15,"[88, 101, 114, 185, 198, 211]",[]
51220,99,1388,229,11,"[155, 161, 174, 180, 193, 199, 212, 218]",[]
33499,66,1553,234,9,[],[]
10227,23,592,154,12,[],[]
40336,79,2088,173,13,"[159, 165]",[]
43857,85,1690,210,18,[],[]
9789,22,727,164,10,"[140, 146]",[]
14468,31,1270,562,11,"[324, 347, 370, 393, 416, 439, 462]",[]
21246,43,621,152,13,"[126, 133, 140]",[]
33957,67,1790,118,12,[],[]
14815,31,573,81,12,[],[]
28556,57,2518,119,13,"[107, 113]",[]
15771,33,3364,184,16,"[166, 174]",[]
37527,73,2199,251,13,"[147, 167, 187, 207]",[]
26020,52,3391,112,9,[],[]
45046,87,692,134,14,"[114, 120]",[]
38322,75,189,176,13,[],[]
49793,96,184,392,14,"[206, 212, 229, 239, 282, 290, 307, 315, 346, 354, 371, 379]",[]
18645,39,2161,342,11,"[286, 298, 310, 322]",[]
7801,19,371,257,19,[],[]
32929,65,293,235,16,[],[]
36129,70,62,172,17,"[158, 164]",[]
10633,24,2360,304,13,[],[]
18108,38,1710,159,15,"[145, 151]",[]
34222,67,626,117,12,[],[]
29662,59,423,369,20,"[355, 361]",[]
49461,95,413,160,11,[],[]
38026,74,276,230,13,"[176, 184, 201, 209]",[]
7740,19,298,253,15,[],[]
40928,8,222,387,12,"[215, 223, 251, 259, 367, 375]","[128, 287]"
12964,29,1267,220,13,"[202, 210]",[]
5413,14,848,373,10,"[250, 261, 272]",[]
17997,38,1384,171,14,"[153, 161]",[]
33206,65,859,336,18,[],[]
46574,9,719,330,13,"[260, 270, 309, 319]",[134]
20336,41,963,195,16,[],[]
38428,75,34,208,12,"[184, 191, 198]",[]
38002,74,226,330,14,"[279, 287, 313, 321]",[]
1210,100,2173,246,12,"[105, 114, 123, 196, 205, 214]",[]
25494,51,320,255,15,"[174, 180, 227, 237]",[]
20648,42,1984,122,13,[],[]
31740,62,583,122,14,"[73, 83]",[]
24818,5,984,258,17,[],[]
6552,17,1256,173,14,[],[]
47590,91,863,107,9,[],[]
43582,84,392,205,15,"[177, 187]",[]
18880,4,1071,152,18,[],[]
41969,81,1942,244,15,"[202, 212]",[]
5274,14,439,269,13,"[219, 234, 249]",[101]
3020,104,1143,142,12,"[120, 130]",[]
208,1,1851,144,13,"[130, 136]",[]
34888,69,1282,311,16,[],[]
45632,88,846,104,12,"[71, 78]",[]
49199,95,1125,135,11,[],[]
38180,74,823,179,12,"[152, 158]",[]
16811,35,77,319,12,"[283, 290, 297]",[]
8891,20,90,305,15,"[188, 196, 230, 242, 278, 288]",[]
47670,92,1000,262,17,[],[]
42234,82,114,217,14,"[203, 209]",[]
4833,13,469,156,15,[],[]
34370,68,299,173,14,"[77, 87, 97, 107]",[]
31790,63,1008,273,15,"[206, 216, 247, 257]",[]
18687,39,326,395,13,"[332, 340, 362, 368, 381, 387]",[]
37365,73,1426,319,19,"[234, 250, 266, 282]",[]
5958,15,933,203,11,"[165, 183]",[]
10394,23,957,178,15,"[135, 145, 163, 170]",[]
49555,95,765,170,11,[],[]
25397,51,152,245,13,"[205, 211]",[]
31547,62,2383,147,12,[],[]
1887,101,790,214,19,[],[]
24538,5,293,206,16,[],[]
41590,80,692,287,12,[],[]
9027,21,1417,308,12,"[227, 235, 253, 261, 288, 296]",[]
21849,45,1008,108,13,"[94, 100]",[]
24204,49,677,155,14,[],[]
44975,87,517,155,13,"[137, 145]",[]
27633,55,412,241,13,"[220, 228]",[]
18164,38,270,225,12,"[207, 215]",[]
47462,91,548,84,12,[],[]
12260,27,379,279,25,[],[]
19028,4,1784,329,15,"[110, 120, 176, 186, 240, 250, 306, 316]",[]
23647,48,400,564,18,"[395, 405, 430, 440, 501, 511, 536, 546]",[]
9277,21,416,308,13,"[223, 233, 259, 274, 289]",[]
40273,79,1403,290,12,"[106, 112]",[]
2607,103,17,204,12,"[156, 167, 178]",[]
39738,78,102,216,8,"[61, 70, 79, 98, 107, 116, 135, 144, 153, 172, 181, 190]",[]
28154,56,2961,80,8,"[57, 65]",[]
20410,42,1242,131,12,"[102, 110]",[]
20441,42,1331,140,13,[],[]
24968,50,1621,126,14,"[57, 63]",[]
32890,65,196,164,13,[],[]
28508,57,2284,147,14,"[133, 139]",[]
17323,36,828,170,12,[],[]
14163,30,2617,78,11,"[64, 70]",[]
34949,69,1410,176,11,"[158, 166]",[]
40568,79,4872,156,16,"[122, 128]",[]
29696,59,666,470,18,[],[]
6981,18,1122,401,17,[],[]
33034,65,5,186,10,[],[]
3959,11,972,133,10,[],[]
14554,31,1523,484,11,"[249, 272, 295, 318, 341, 364, 387]",[]
33769,66,860,316,14,[],[]
15249,32,293,361,17,"[300, 310, 331, 341]",[]
1846,101,671,161,16,[],[]
10752,24,319,302,11,"[248, 258, 279, 289]",[]
37882,74,1282,253,14,"[121, 127, 238, 244]",[]
10166,23,416,121,10,[],[]
45579,88,696,125,16,[],[]
29207,58,739,128,14,"[114, 120]",[]
44633,86,842,164,12,[],[]
32245,63,872,247,12,"[193, 203, 224, 234]",[]
19789,40,396,233,14,"[219, 225]",[]
6526,17,1188,221,17,[],[]
32909,65,239,247,11,[],[]
20517,42,1544,201,15,"[107, 115, 151, 159, 181, 189]",[]
42998,83,4092,292,18,"[276, 284]",[]
22251,45,592,131,14,"[119, 125]",[]
40457,79,3781,230,14,"[133, 141]",[]
10369,23,91,159,13,[],[]
37511,73,2127,293,16,[],[]
5381,14,780,370,12,"[278, 285, 292, 307, 314, 321, 336, 343, 350]",[]
26433,53,1530,154,12,"[101, 109, 126, 134]",[]
7587,19,1976,251,12,"[121, 129, 234, 242]",[]
5314,14,59,451,11,"[317, 328, 339, 362, 373, 384, 407, 418, 429]",[]
42567,82,2697,206,13,"[188, 196]",[117]
2725,103,424,114,13,[],[]
51390,99,2278,286,10,"[192, 198, 216, 222, 240, 246, 264, 270]",[]
2409,102,860,332,13,"[182, 190, 286, 294, 312, 320]","[101, 197]"
47174,91,1013,154,11,"[61, 75, 120, 131]",[]
4863,13,606,150,11,"[57, 65, 130, 138]",[]
50652,98,1046,150,11,[],[]
34071,67,2346,175,14,[],[]
18045,38,151,170,14,"[148, 154]",[]
26328,53,1036,169,12,"[105, 112, 148, 158]",[]
15447,33,147,170,17,"[152, 160]",[]
23441,48,1336,380,15,"[326, 336, 357, 367]",[]
36207,70,83,159,16,"[147, 153]",[]
26823,54,1027,164,18,"[44, 54]",[]
12251,27,310,258,23,[],[]
50404,97,2792,94,7,[],[]
41098,8,696,312,12,[],"[121, 173]"
14545,31,150,714,12,"[244, 267, 290, 313, 336, 359, 382, 449, 472, 495, 518, 541, 564, 587]",[]
27,1,1123,92,11,[],[]
13499,3,1587,165,10,[],[]
22694,46,3157,294,14,[],[]
24333,5,1008,203,18,[],[]
2244,102,365,359,12,"[212, 220, 316, 324, 341, 349]","[123, 227]"
11799,26,751,90,14,[],[]
20429,42,1287,115,12,[],[]
3494,11,106,247,10,"[232, 238]",[]
34902,69,131,351,12,[],[]
41428,80,276,564,12,"[550, 556]",[]
26975,54,1551,100,13,[],[]
12970,29,1282,152,12,"[134, 142]",[]
10203,23,528,277,14,[],[]
40684,79,70,280,16,"[252, 266]",[]
38620,75,803,656,21,[],[]
38827,76,1336,258,11,"[221, 228, 235]",[]
20843,42,952,130,11,[],[]
42773,83,1507,314,18,"[302, 308]",[]
46929,90,2185,136,11,"[116, 126]",[]
45384,88,1565,87,11,[],[]
8396,2,931,186,13,[],[]
37807,74,1118,296,11,"[148, 154, 273, 279]",[]
7623,19,2152,239,12,"[139, 145, 161, 169, 196, 202, 218, 226]",[]
16725,35,309,254,14,"[217, 224, 231]",[]
4201,12,174,146,16,"[132, 138]",[]
3651,11,357,145,10,"[81, 87, 130, 136]",[]
41933,81,1817,218,15,"[183, 193]",[]
16510,35,1798,364,15,"[323, 330, 337]","[122, 192]"
6646,17,180,133,16,[],[]
35802,70,1064,289,14,"[253, 263]",[]
35163,69,73,304,13,"[261, 269, 287, 295]",[]
1965,101,937,194,19,[],[]
43941,85,2040,135,16,[],[]
31196,61,743,150,12,"[132, 140]",[]
7259,18,337,343,16,"[323, 329]",[]
45511,88,388,79,12,[],[]
16071,34,2211,98,12,[],[]
32503,64,2449,760,18,"[390, 430, 470, 510, 550, 590, 630, 670]",[270]
33746,66,7,409,12,[],[]
40572,79,4897,224,14,"[203, 211]",[]
1588,101,138,200,14,[],[]
17321,36,825,148,13,[],[]
42419,82,21,238,13,"[220, 228]",[]
6565,17,1284,223,16,"[164, 170, 199, 207]",[]
33300,66,1048,259,13,[],[]
22779,46,442,262,14,"[169, 179]",[]
3138,104,1415,102,11,"[26, 32]",[]
33965,67,1847,118,11,[],[]
45282,88,1277,141,15,[],[]
13705,3,2710,112,13,[],[]
40489,79,4020,174,13,"[156, 164]",[]
39522,77,283,212,18,"[165, 172, 179]",[]
8708,20,451,188,10,"[176, 182]",[]
32955,65,341,149,13,[],[]
47363,91,34,114,13,"[54, 67, 91, 101]",[]
42991,83,4038,394,11,"[382, 388]",[]
3070,104,124,172,14,"[145, 153]",[]
24644,5,60,207,16,[],[]
11888,26,958,127,12,"[109, 117]",[]
28942,58,1284,198,15,[],[]
9675,22,493,303,13,"[186, 194, 219, 227]",[]
8439,20,1036,192,14,"[84, 92, 110, 118, 133, 139, 166, 174]",[]
32511,64,2495,721,13,"[371, 403, 435, 467, 537, 569, 601, 633, 681, 691]",[255]
37609,73,409,209,14,[],[]
22328,45,933,168,16,"[142, 150]",[]
45337,88,1431,157,12,"[93, 101]",[]
19815,40,584,183,16,"[164, 170]",[]
23265,47,5388,107,9,"[70, 77, 92, 99]",[]
49885,96,39,642,21,"[79, 87, 155, 162, 169, 201, 208, 215, 286, 294, 392, 400, 483, 491, 589, 597, 617, 623]",[]
7847,19,556,295,15,"[236, 246, 267, 277]",[]
6301,16,609,66,10,"[50, 58]",[]
10953,25,1079,271,12,[],[]
26528,53,201,199,13,"[151, 159, 178, 188]",[]
37533,73,2223,311,15,"[222, 238, 254, 270]",[]
40668,79,6106,214,14,"[200, 207]",[]
30127,6,3509,299,17,"[220, 226, 284, 290]",[]
32626,64,3146,891,13,"[374, 424, 474, 524, 574, 624, 674, 724]",[185]
18890,4,1103,188,16,[],[]
4384,12,784,219,15,"[201, 209]",[]
3542,11,139,139,9,"[125, 131]",[]
36862,72,1574,192,16,"[154, 165, 176]",[]
46422,9,17,205,15,"[181, 192]",[]
33559,66,193,231,13,[],[]
49079,94,670,206,13,"[161, 169, 187, 195]",[75]
2163,102,149,297,12,"[170, 180, 232, 242, 268, 278]",[]
28705,57,371,245,16,[],[]
30659,60,55,199,12,"[150, 159, 168]",[]
24804,5,954,204,14,[],[]
17146,36,329,208,11,[],[]
13017,29,1471,119,11,"[101, 107]",[]
32023,63,1882,282,15,"[213, 223, 256, 266]",[]
17991,38,1373,158,13,"[144, 150]",[]
4279,12,419,104,15,[],[]
47740,92,118,383,20,[],[]
19277,4,735,162,12,[],[]
41877,81,1561,248,14,"[191, 201, 222, 232]",[]
13090,29,1718,114,12,"[100, 106]",[]
13058,29,1584,97,11,[],[]
32970,65,384,191,13,[],[]
49891,96,402,322,16,[],[]
49276,95,1320,152,11,[],[]
32123,63,331,226,13,[],[]
25190,50,2627,332,20,[],[]
15540,33,1984,165,17,"[144, 150]",[]
1870,101,747,264,15,[],[]
18597,39,1951,346,11,"[270, 281, 292, 330, 336]",[]
7809,19,400,246,15,"[234, 240]",[]
36415,71,1717,146,11,[],[]
11734,26,597,83,10,[],[]
49133,94,937,154,13,[],[68]
21424,44,1163,241,14,"[170, 182, 213, 224]",[]
38973,76,182,372,16,"[334, 345, 356]",[]
19586,40,2290,148,12,"[136, 142]",[]
9922,23,1003,184,15,"[102, 112, 163, 173]",[]
8568,20,156,194,13,"[182, 188]",[]
3412,104,817,187,11,"[169, 177]",[]
11129,25,26,217,14,[],[]
38796,76,122,205,13,"[179, 186, 193]",[]
49396,95,217,168,12,[],[]
41976,81,1966,528,14,"[81, 91, 112, 122, 152, 162, 183, 193, 235, 245, 266, 276, 306, 316, 337, 347, 389, 399, 420, 430]",[]
51342,99,202,334,12,"[128, 146, 183, 201, 238, 256, 293, 311]",[]
34797,69,1046,309,16,"[291, 299]",[]
16795,35,702,242,13,"[211, 218, 225]",[]
9805,22,757,180,15,"[157, 167]",[54]
27318,55,1054,254,13,[],[]
39051,76,375,240,13,"[214, 221, 228]","[59, 59]"
49416,95,279,141,11,[],[]
4927,13,827,108,10,[],[]
15915,34,1205,90,15,[],[]
32613,64,3078,285,24,[],[]
12734,28,40,125,10,"[83, 91, 108, 116]",[]
31669,62,3330,84,16,"[29, 35, 68, 74]",[]
22311,45,839,132,10,"[118, 124]",[]
48231,93,1212,94,7,[],[]
34947,69,1409,210,10,"[194, 202]",[]
49920,96,476,221,14,[],[]
17543,37,1680,151,14,"[116, 124]",[]
7483,19,13,189,18,"[177, 183]",[]
14576,31,1579,241,13,"[219, 227]",[]
39027,76,292,359,13,"[327, 336, 345]",[54]
37351,73,140,245,16,[],[]
3129,104,1386,226,11,[],[]
35566,7,539,216,12,"[136, 144, 164, 170, 196, 204]",[]
6252,16,482,317,17,"[38, 44, 86, 96, 165, 179, 276, 294]",[]
6754,17,481,229,12,"[166, 172, 214, 220]",[]
35173,69,781,244,13,[],[]
39013,76,27,286,14,"[248, 259, 270]",[61]
3124,104,1376,117,13,[],[]
43629,84,4211,177,10,"[153, 160, 167]",[]
42840,83,2363,230,14,"[212, 220]",[]
48349,93,1753,446,10,"[52, 60, 68, 76, 117, 124, 131, 171, 178, 185, 225, 232, 239, 278, 284, 322, 328, 366, 372, 410, 416]",[]
32462,64,2234,540,18,[],[333]
31301,62,1118,183,13,"[139, 147, 164, 172]",[]
12755,28,476,126,11,"[82, 90, 107, 115]",[]
31432,62,1817,106,10,[],[]
1948,101,913,899,8,[],[]
32959,65,357,112,13,[],[]
3547,11,149,167,11,"[153, 159]",[]
4338,12,653,125,19,[],[]
2716,103,407,152,11,[],[]
21876,45,1159,153,12,"[124, 130]",[]
33830,67,128,211,13,[],[]
1464,100,86,172,12,"[116, 127, 138]",[]
148,1,1588,148,12,"[65, 77]",[]
17094,36,18,124,9,[],[]
16409,35,128,220,12,"[185, 192, 199]",[]
17671,37,350,147,13,"[124, 132]",[]
24411,5,1160,194,15,[],[]
35037,69,30,339,17,"[325, 331]",[]
22014,45,2221,137,12,"[122, 128]",[]
29600,59,209,254,22,[],[]
1199,100,2139,245,14,"[145, 152, 159, 215, 222, 229]",[]
47282,91,167,144,13,"[78, 88, 121, 131]",[]
4508,13,1123,174,12,"[130, 138, 155, 163]",[]
41438,80,298,680,23,"[83, 89, 268, 274, 664, 670]",[]
2283,102,441,341,13,"[260, 268, 286, 294, 321, 329]","[114, 174]"
1192,100,2091,255,12,"[95, 104, 113, 179, 188, 197]",[]
8300,2,72,351,15,"[261, 270, 279, 329, 337]",[]
33825,67,1268,93,11,[],[]
41319,80,1287,306,14,"[253, 259]",[]
24318,49,981,357,14,"[240, 248]",[133]
5605,15,1717,154,14,"[140, 146]",[]
9454,22,1082,209,12,"[195, 201]",[19]
28919,58,1230,238,21,"[221, 228]",[]
7764,19,3073,151,13,[],[]
35470,7,156,215,13,"[201, 207]",[]
20637,42,1931,210,14,[],[]
38942,76,1735,268,13,"[242, 249, 256]",[]
19184,4,419,176,13,"[126, 136]",[]
47226,91,1152,84,11,[],[]
14953,32,1330,269,13,[],[]
31399,62,1643,71,13,[],[]
32933,65,302,164,14,[],[]
35288,7,1012,248,15,"[236, 242]",[]
7560,19,1817,287,17,[],[]
34685,68,822,168,16,"[127, 135, 143, 151]",[]
40607,79,5353,155,15,"[137, 145]",[]
31483,62,2051,79,12,[],[]
28193,56,419,461,14,"[45, 51, 92, 102, 166, 180, 271, 289, 411, 433]",[]
30612,60,39,173,14,"[129, 138, 147]",[]
24454,5,128,200,10,[],[]
34483,68,48,212,12,"[89, 95, 143, 152, 161]",[]
34241,67,778,116,12,[],[]
36577,71,2467,214,15,[],[]
19419,40,1417,153,12,"[133, 142]",[]
6420,16,890,81,8,[],[]
34611,68,70,192,19,"[149, 157, 165, 173]",[]
41833,81,1429,260,15,"[206, 216, 237, 247]",[]
26467,53,1604,139,11,"[51, 59, 120, 128]",[]
47320,91,230,117,10,"[105, 111]",[]
10319,23,828,171,12,"[129, 137, 154, 162]",[]
32807,65,1053,151,12,[],[]
35083,69,436,515,12,"[473, 481, 502, 508]",[]
34003,67,2,126,15,[],[]
46674,9,995,245,11,"[221, 230]",[]
3413,104,82,227,12,"[215, 221]",[]
173,1,17,121,11,"[107, 113]",[]
10870,24,825,280,14,"[193, 201, 258, 266]",[]
51075,98,71,156,12,"[67, 73, 99, 105, 135, 141]",[]
36018,70,365,145,16,"[133, 139]",[]
4955,13,953,159,11,"[115, 123, 140, 148]",[]
44669,86,93,209,17,"[191, 199]",[]
3742,11,559,145,13,"[131, 137]",[]
46982,90,2487,136,12,"[65, 71]",[]
5922,15,72,109,10,"[95, 101]",[]
49387,95,198,151,11,[],[]
31172,61,678,139,10,"[121, 129]",[]
24452,5,1261,169,12,[],[]
41296,80,1228,405,13,"[204, 210, 390, 396]",[]
33584,66,240,292,13,[],[]
34246,67,801,149,11,[],[]
47071,90,470,119,11,[],[]
36679,71,584,147,14,[],[]
28855,58,1082,188,18,[],[]
43391,84,2610,100,11,"[74, 81, 88]",[]
23613,48,242,323,13,[],[]
27780,55,886,267,13,"[247, 253]",[]
33270,65,981,232,13,[],[]
13913,30,1164,99,11,[],[]
39524,77,285,211,18,"[168, 175, 182]",[]
14376,30,616,114,18,"[100, 106]",[]
1001,100,1040,121,12,"[84, 91, 98]",[]
2317,102,565,281,17,"[236, 244, 262, 270]",[]
47016,90,2696,249,10,"[69, 75]",[]
23228,47,4947,205,9,"[92, 99, 114, 121]",[]
26941,54,1417,144,14,"[126, 132]",[]
33749,66,71,242,14,[],[]
38181,74,825,321,12,"[250, 258, 290, 298]",[]
35157,69,717,256,13,[],[]
31954,63,1643,233,13,[],[]
6587,17,1344,209,15,"[175, 181, 194, 200]",[]
22177,45,345,162,14,"[142, 148]",[]
21093,43,1786,129,13,"[103, 110, 117]",[]
6863,17,781,168,12,[],[]
19123,4,2130,319,13,"[105, 115, 164, 174, 229, 239, 288, 298]",[]
48811,94,1882,209,13,"[167, 175, 192, 200]",[85]
11005,25,1174,142,13,[],[]
24962,50,1601,160,14,"[101, 109, 141, 149]",[]
30151,6,3716,180,15,"[166, 172]",[]
12967,29,1275,104,11,"[90, 96]",[]
20496,42,1501,202,15,"[146, 154, 183, 191]",[]
18049,38,1537,160,16,"[146, 152]",[]
9895,22,944,157,11,"[141, 149]",[42]
28697,57,3413,276,13,"[151, 159, 251, 259]",[]
198,1,1807,123,13,[],[]
33835,67,1295,104,11,[],[]
640,10,1586,312,12,"[296, 304]",[]
47725,92,1137,275,16,[],[]
32228,63,825,225,15,[],[]
27595,55,329,217,13,"[196, 203]",[]
23695,48,585,351,15,[],[]
30850,61,1182,145,10,"[127, 135]",[]
32333,64,1378,375,22,[],[205]
27398,55,1293,317,12,[],[]
42315,82,1597,168,13,"[154, 160]",[]
16705,35,2498,224,12,"[180, 187, 194]",[]
42155,81,805,261,15,"[201, 211, 232, 242]",[]
15371,32,951,283,16,"[258, 268]",[]
32453,64,2141,470,25,[],[288]
7433,18,995,371,21,[],[]
2662,103,295,143,11,[],[]
7644,19,2403,208,13,"[105, 111, 124, 130, 170, 176, 189, 195]",[]
30029,6,2533,123,17,[],[]
42685,82,913,168,13,[],[]
31641,62,3047,105,15,[],[]
43438,84,2906,159,9,"[74, 82, 142, 150]",[]
15954,34,150,135,12,"[43, 52, 61, 93, 100, 107]",[]
24346,5,1037,223,15,[],[]
14256,30,3088,90,12,[],[]
34697,68,848,374,12,[],[]
27728,55,687,193,14,[],[]
34729,68,921,267,17,"[190, 204, 218, 232]",[]
16757,35,419,207,13,"[166, 173, 180]",[]
48031,92,599,228,16,"[205, 213]",[]
7731,19,2924,198,13,[],[]
4132,12,1440,115,16,[],[]
21554,44,209,170,11,"[140, 151]",[]
16462,35,151,210,13,"[168, 175, 182]",[]
39111,76,577,287,15,"[231, 246, 261]",[]
31604,62,2763,120,11,"[61, 69, 91, 104]",[]
6864,17,787,196,16,"[172, 179, 186]",[]
5093,14,1319,235,13,"[191, 202, 213]",[]
18754,39,60,340,11,"[284, 296, 308, 320]",[]
41594,80,703,206,13,[],[]
40421,79,3452,226,22,"[214, 220]",[]
29885,6,1606,202,15,"[184, 192]",[]
38922,76,1680,206,12,"[180, 187, 194]",[]
11597,26,324,59,12,[],[]
10099,23,256,184,15,"[150, 158]",[]
37512,73,2132,333,16,[],"[94, 176]"
375,1,453,132,11,[],[]
16466,35,1530,275,13,"[233, 240, 247]",[]
7652,19,2495,191,11,"[149, 157, 174, 182]",[]
18556,39,1760,237,11,"[197, 205, 213, 221]",[]
21809,44,915,458,15,"[442, 450]",[]
27377,55,1220,265,11,[],[]
23775,48,84,344,12,[],[]
2898,103,825,115,14,[],[]
23172,47,4370,137,9,"[100, 107, 122, 129]",[]
16575,35,2008,221,13,"[187, 194, 201]",[]
21997,45,2098,135,13,"[120, 126]",[]
42080,81,406,312,14,"[134, 144, 174, 184]",[]
35669,7,768,245,17,"[231, 237]",[]
51526,99,378,258,13,"[162, 170, 187, 195, 212, 220, 237, 245]",[]
49970,96,595,242,15,"[70, 76, 156, 164, 192, 200, 215, 221]",[]
3170,104,151,170,15,"[88, 94, 157, 163]",[]
2059,102,1184,333,13,"[245, 253, 282, 290, 309, 319]","[105, 165]"
50320,97,2325,312,15,"[198, 209, 220, 231, 242, 253, 264]",[]
23563,48,1701,436,22,[],[]
10442,24,1260,332,14,"[198, 206, 313, 321]","[98, 213]"
42352,82,1811,148,12,[],[]
38501,75,522,165,12,[],[]
9067,21,1572,518,15,"[283, 291, 383, 398, 413, 440, 450, 489, 497]",[303]
31176,61,70,118,11,"[90, 99]",[]
24580,5,41,191,16,[],[]
14616,31,1701,182,13,[],[]
17076,36,1631,1957,12,[],[]
39011,76,266,275,11,"[249, 256, 263]",[]
15219,32,2458,296,15,[],[]
3114,104,1332,159,11,[],[]
40784,8,1162,328,11,"[204, 212, 239, 247, 264, 272, 299, 307]",[]
5566,15,1522,228,16,"[214, 220]",[]
30520,60,186,177,13,"[121, 134, 147]",[]
7547,19,1735,239,17,[],[]
48809,94,1873,212,13,"[162, 170, 189, 199]",[78]
48364,93,1828,122,13,[],[]
41209,8,979,375,13,"[286, 294, 317, 325, 357, 365]","[130, 192]"
1517,101,1067,177,19,[],[]
16040,34,2066,173,13,"[52, 61, 70, 96, 107, 118]",[]
47229,91,116,113,12,"[99, 105]",[]
7432,18,994,357,16,[],[]
11630,26,399,109,13,"[89, 95]",[]
8870,20,84,205,10,"[127, 135, 150, 156, 182, 190]",[]
36479,71,2005,227,12,[],[]
